Submersible Pumps Mining;;;;;;;;
DS 423 – Storm Water Pump Station;;;;;;;;
J2002- Jumeirah Golf State Phase B;;;;;;;;
Submersible Pump LIBSCO;;;;;;;;
Sewage Pump Station Contract (No. 2) at Airport Jeddah City;;;;;;;;
ADM and Airport Storm Water Pump Stations;;;;;;;;
Sohar 4IWP Waste Sea Water Submersible Pump;;;;;;;;
ESP Submersible Pump 330 m3/h;;;;;;;;
DS305-Interconnecting Al-Quoz Developments to DM'S Sewerage System;;;;;;;;
Ned Al Sheba Sewage PS;;;;;;;;
Budget quote for AVL registration;;;;;;;;
Arazati;;;;;;;;
KGHM-Flygt replacement pump;;;;;;;;
Majmaa WTP;;;;;;;;
Al Kharj Wells;;;;;;;;
HD;;;;;;;;
SSAB;;;;;;;;
Marassi lagoon water quality enhancement;;;;;;;;
Diving center Typhoon;;;;;;;;
DS429 -  Stormwater - Creek Discharge;;;;;;;;
Atyrau oil refinery;;;;;;;;
Baku sewage project;;;;;;;;
Palvlodar oil refinery;;;;;;;;
Kazakhstan mine;;;;;;;;
Sharjah Central Storm Water Pump Stations;;;;;;;;
Stormwater drainage pumps;;;;;;;;
Surf Ranch Desalination Plant;;;;;;;;
DS419 - Upgrading and Rehabilitation of Deira Stormwater System;;;;;;;;
UNDP-PAL-00312;;;;;;;;
KAFA - Jeddah Storm Water;;;;;;;;
Gasmeth Project - Lake Kivu;;;;;;;;
Claymore;;;;;;;;
Drinking water P.S. in Croatia;;;;;;;;
VFD for MRC Alon Tavor Power Station;;;;;;;;
New Bobrek Project;;;;;;;;
Mery's Creek Indirect Reclamation Project (Intake);;;;;;;;
LAXEY PHASE 2;;;;;;;;
TME251103 - KAFA1 to Torishima;;;;;;;;
Pump Station V4 and V5;;;;;;;;
Mirfa to Torishima;;;;;;;;
Canal San Jose en Zamora-pumps;;;;;;;;
KASKIDA;;;;;;;;
Trillum per ITER-Nuclear;;;;;;;;
GATO DO MATO - MODEC;;;;;;;;
Qemetica;;;;;;;;
Pavlodar oil refinery;;;;;;;;
North Field Production Sustainability - Comp 4;;;;;;;;
Tizert Dewatering pumps - Morocco;;;;;;;;
EPIC1-Bul Hanine greenfield of BF redevelopment Project;;;;;;;;
DESALADORA ALICANTE II;;;;;;;;
Acacia Ridge;;;;;;;;
Red-Hook WRRF;;;;;;;;
Lake Kivu - Methane Gas Extract;;;;;;;;
DS412 - DM Storm Water PS;;;;;;;;
Doheny Ocean Desalination Project, CA;;;;;;;;
EDAM LA ALDEA;;;;;;;;
ANGUILLE;;;;;;;;
2202-213 Kz B1 Food Hub - Secondary Infrastructure- Storm Drainage Pumping Station;;;;;;;;
MOHO BILONDO - ALIMA;;;;;;;;
LAXEY SMALLER PUMP;;;;;;;;
Openpit Zapadny;;;;;;;;
DS-255 COMPLETION OF THE DUBAI SOUTH PUMPING STATION AND MAIN LINE;;;;;;;;
Bay du Nord;;;;;;;;
Bay du Nord;;;;;;;;
Consolidaded WELL (1);;;;;;;;
SHEARWATER;;;;;;;;
Ilijan LNG Terminal in Batangas;;;;;;;;
Willamette Water;;;;;;;;
Liparoo;;;;;;;;
TIP-Keepit RWS;;;;;;;;
TIP-Manning River;;;;;;;;
TIP-Paradise Weir;;;;;;;;
Oven Mountain PSPP;;;;;;;;
Sea Water Intake;;;;;;;;
No indica1;;;;;;;;
Pomona;;;;;;;;
Yungera River;;;;;;;;
Bul Hanine PS3K;;;;;;;;
Coquimbo para Desaladora en Chile;;;;;;;;
CULZEAN replacement motor;;;;;;;;
Seeh City in AL-Khar;;;;;;;;
El Cangrejo;;;;;;;;
SWLP-Sirung to Tema Ulung;;;;;;;;
CPD Sines Portugal;;;;;;;;
Elgin Franklin FWP;;;;;;;;
NORTH FIELD COMP5;;;;;;;;
POZO TURBIO 8;;;;;;;;
PROCESSO NASSER;;;;;;;;
Mashinniy channel;;;;;;;;
NORTH FIELD COMP5 SERVICE SWLP;;;;;;;;
Subsea China;;;;;;;;
Aigües de Barcelona Pou 5;;;;;;;;
Tentekskaya mine;;;;;;;;
GBSRPU LNG regasification terminal;;;;;;;;
DS 269-YS-24 - idem ZBMQ-20830;;;;;;;;
Pozo Aguas de la Matnza (Tenerife);;;;;;;;
Agua Fría;;;;;;;;
DS 204 - Sewage Pump Station;;;;;;;;
Idem ZBMQ-21112;;;;;;;;
North Field Production Sustainability - Comp 5;;;;;;;;
FOX RIVER GROVE;;;;;;;;
Abu Dhabi SCS Rehabilitation Project;;;;;;;;
BP ETAP;;;;;;;;
Lagoa Ácida;;;;;;;;
Orlovsky openpit;;;;;;;;
ETAP BESOS;;;;;;;;
VILLAHERMOSA (TABASCO);;;;;;;;
CODA Terminal Carbon Capture;;;;;;;;
New obour - Pumping station;;;;;;;;
KGHM;;;;;;;;
PREMIUM MOTOR;;;;;;;;
Pou 15 (Aigües de Barcelona);;;;;;;;
P08;;;;;;;;
